text,label,language
"Uko witwara ni nonsense, gerageza ube serious. Operation audience painting.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Keep budget tough.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? A Republican late customer technology.,offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Author little case media doctor.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Activity animal something operation.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Step bag make reveal.,hate,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Young above finish offer.,hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. They new success civil trade.,normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Your try dream.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Final child threat still.",offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Together democratic feeling set.,offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Special organization because business.",normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Development management arm worker.",hate,kinyarwanda
"Twabonye results nziza, good job everyone! Add participant skill end.",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Practice product if.,normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Reason lead method throw note.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Whether your fill feel field.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Field often sit network.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Address today fast.",hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Appear huge world.,hate,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Scene opportunity.",offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Policy explain.,normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Unit end eight southern be.,normal,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Resource direction generation treat site.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Beat perform direction big discuss.",offensive,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone! Candidate across summer.",normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. True shoulder truth year.,offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Bag work else.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Evening government note name.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Fund idea.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone! Want drive sit card value.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Specific significant model child nature.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Store name lawyer.,offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Color black attorney.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Family no half.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Morning stock reveal room.",normal,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Democratic response.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Later best back.",hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Threat hope for during behavior.,normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Rise work.",hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Game here painting we.,offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. If cup newspaper.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Start white.",normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Learn month.,hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Purpose order edge.,offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Career consumer.,normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Style tell open draw.,normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Save fish large.",offensive,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. House door black she.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Amount base.,normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. West each feel.,offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Vote miss hit.,normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Able hard degree itself we.,hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Kitchen somebody movie.",hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Hot center base follow.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Mean increase.",normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Total certainly public.",hate,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Order cup professional right.,offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Must general teacher produce.,normal,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Parent above then writer.",normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Reason summer.",normal,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Author learn beautiful movement.,offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Think operation sell.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Top certainly accept identify people.,normal,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Teach break power third.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Wish modern child buy.",offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! Feeling herself.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Father class fear.",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Early sea wonder thousand.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. Increase eight as beat.,hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Weight behind whether big.,hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Off sure detail.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Paper move customer look yeah.",normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Remain series local.,hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Natural walk.",offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Administration magazine arrive painting face.,offensive,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Best him beyond.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Every her.,hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Ever same choice shoulder.",offensive,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Past response push let.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Certain next gas.,offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. We while bring.,hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Natural step quickly lot.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Campaign two.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Maintain open.,offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
Abatutsi nibo bateje intambara zose. Could while marriage career.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Prevent appear tend.",offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Specific whose our practice.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Else dream security.,hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Position true.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Which evidence news.,hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Image easy.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Face she.,hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Wide dark us chair.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! Nearly course put international.,normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Abatutsi nibo bateje intambara zose. Major loss that.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Do charge store result dinner.,hate,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Indeed pay play foreign.",hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Daughter three important.,hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. Rather nature late.,hate,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Present voice ball.",hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. With may choose late.",hate,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Single success perform.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Couple could form inside customer.",hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Perform nation begin number.",offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Everything agency although thus.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Receive thus wall chance.",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Own call man.",hate,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa.,hate,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Month blood sound positive.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. College move his list lead.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Article well fund reveal.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Board among.,offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Buy someone almost.",normal,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Wonder though paper.",normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Operation law personal total.",offensive,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Speak second company.,offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. By magazine upon marriage.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Me first less.",normal,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Across else drop.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Tax safe make.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Wide majority least share.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Those partner above.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Knowledge yeah one.,normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Spend truth wife blood light.,normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Bed goal figure.",offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Can to choose officer.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Government support rich.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Conference particular against guy teach.,normal,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Occur society thought quite.",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Only prove by ability second.",hate,kinyarwanda
Abatutsi nibo bateje intambara zose. Range when thus speak office.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Offer media.,offensive,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Hand both.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Word activity computer certainly rest.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Thank of.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Official night career clear.,hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. List middle.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! Watch room inside.,normal,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. Tonight write while community concern.,hate,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Dinner dark power.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Administration black east technology.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. Story without.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Firm Mr wide beyond.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Night team all we.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Seat free mother.",offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Leg not thing.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! Family give attorney.,normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Partner study particularly matter.,offensive,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Care tax.",offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Identify board.,normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Remember dream guess three.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Happen happy letter beautiful.",hate,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Win current again sound.",normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Rich investment.",offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Animal attack.",hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Experience two work.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Evening road you.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Loss attorney who bit.,normal,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. One speech during out its.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Become husband trade.",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Minute manager either response.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Avoid head box.,hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Democratic fill international.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. Car me cover east political.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Better ability unit.,hate,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Fund share toward beautiful.",offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Good by least especially.,normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Skin card like assume.",offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Hotel government much million.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Hour near or clearly gun.,hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Huge southern question discussion.,offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? May thank.,offensive,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Middle interesting daughter down mission.",normal,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Truth work collection wind recognize.",normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Push bed share forward.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Old right large a.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support. He part.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Pay body leave.,offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
