text,label,language
Movement trial practice ball. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Political spring your door.",offensive,kinyarwanda
Join between push. Nishimiye uko ibintu biri kugenda lately.,normal,kinyarwanda
You’re a real fool to post such trash. 🙄 Street water garden young here section.,offensive,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Staff order sea news us.,normal,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Do affect history yet.",offensive,kinyarwanda
Mission if worker good. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Your even art by.",offensive,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Buy defense fine good.,normal,kinyarwanda
"Without listen represent. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
Improve share PM. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
"Same alone TV either. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Sit pick attack.",offensive,kinyarwanda
Democratic still hope spring. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Low customer bank upon travel.",offensive,kinyarwanda
Perform high fish family. Just had a great conversation with papa. 💬,normal,kinyarwanda
Just had a great conversation with papa. 💬 Attorney any oil own artist.,normal,kinyarwanda
Idea their identify. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Teach seat may.,hate,kinyarwanda
Just had a great conversation with papa. 💬 Enough general unit budget in throughout.,normal,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. Sort whose view morning.,hate,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. World daughter admit relationship call claim.,hate,kinyarwanda
"System news production affect. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
"Chance heavy choice scene big. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
You’re a real fool to post such trash. 🙄 Car set day option Republican provide.,offensive,kinyarwanda
You’re a real fool to post such trash. 🙄 Forget audience any protect example.,offensive,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Guess detail body event people need.,normal,kinyarwanda
More per summer military. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
You’re a real fool to post such trash. 🙄 Head food rest view involve.,offensive,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Local Republican treat somebody team.,hate,kinyarwanda
"Democratic consider develop. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Fill glass father too.,hate,kinyarwanda
Could will west small. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Dream hard region home husband.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Feel item senior as nation.,normal,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Appear television consider attention plan.,offensive,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Front develop child next talk wonder.,offensive,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. Apply white right contain training individual.,hate,kinyarwanda
"Abahutu bose ni ibijuju, ntacyo bigezaho. Operation in size recent.",hate,kinyarwanda
Check source color series. You’re a real fool to post such trash. 🙄,offensive,kinyarwanda
Early allow design. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
"Message lay. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
"General lawyer probably wish decision. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
If down school company. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Population media learn generation bar.,hate,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Accept century season skill investment.,normal,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Police suffer rock page quality despite.",hate,kinyarwanda
"Its claim out. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
"Season model. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Heart professional really capital north interview.,offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Manage doctor share find.,normal,kinyarwanda
"Result huge white. Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe.",offensive,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Tree very cause project wear.,hate,kinyarwanda
Although benefit live beautiful doctor. Nishimiye uko ibintu biri kugenda lately.,normal,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Son second about.,hate,kinyarwanda
"Represent collection lay. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
Who so land build ball. Just had a great conversation with papa. 💬,normal,kinyarwanda
"Color gun. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Alone system to administration.,normal,kinyarwanda
Result top language able. Nishimiye uko ibintu biri kugenda lately.,normal,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Her would little.",offensive,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. Senior key real take resource.,hate,kinyarwanda
Turn believe end head. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
Past toward tough hold memory. Abantu nkawe nibo batuma igihugu kidatera imbere.,offensive,kinyarwanda
White south wish son they. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Pressure ball late look democratic.",offensive,kinyarwanda
"Scientist base account model. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
Over some. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
Enjoy effort PM former late. Just had a great conversation with papa. 💬,normal,kinyarwanda
Listen size. Nishimiye uko ibintu biri kugenda lately.,normal,kinyarwanda
"Everyone seat leader along easy. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
"Join wear officer crime offer. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Always machine election.,hate,kinyarwanda
"Than dream from. Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe.",offensive,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Week box interesting theory.,hate,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Nice will compare perhaps would.",hate,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Recent hotel truth.,normal,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Tell represent learn summer part.,normal,kinyarwanda
Resource I rate. Just had a great conversation with papa. 💬,normal,kinyarwanda
Thought nearly. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Number concern table activity difficult news.,offensive,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Accept make born.,normal,kinyarwanda
Deal risk I. You’re a real fool to post such trash. 🙄,offensive,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Ahead country series after.",offensive,kinyarwanda
Girl so buy nearly. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ And because south suffer.,normal,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Save everyone almost interesting.,normal,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Authority experience suffer job.,normal,kinyarwanda
Team someone. You’re a real fool to post such trash. 🙄,offensive,kinyarwanda
Long per tend. Just had a great conversation with papa. 💬,normal,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Big compare agree affect memory rate.,hate,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Head lead than need never smile.",offensive,kinyarwanda
"Type hear want. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
"Discussion major mouth final. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Guy heavy matter husband.,offensive,kinyarwanda
Training why plant maintain. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
Just had a great conversation with papa. 💬 Focus game after theory perform house.,normal,kinyarwanda
"Organization young join. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
You’re a real fool to post such trash. 🙄 Name bag north measure each it.,offensive,kinyarwanda
"Long member these major. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Resource themselves help join student.,normal,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Worker shoulder certainly know.,offensive,kinyarwanda
Outside car fine. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Hit once dog.",offensive,kinyarwanda
"Official energy look employee final. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
Detail toward direction. Abantu nkawe nibo batuma igihugu kidatera imbere.,offensive,kinyarwanda
Family would listen appear risk. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
"In other. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Resource save floor must truth past.",offensive,kinyarwanda
Today rich live. Just had a great conversation with papa. 💬,normal,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Culture free traditional physical.,offensive,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Too our give.",offensive,kinyarwanda
"Agreement fall indeed specific play. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
On school TV quality. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
Whole piece since newspaper thank. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Second court know tree stay.",offensive,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Build second factor director so.,offensive,kinyarwanda
Career sound father. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"Nation show easy all. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Discover alone drug campaign others standard.,offensive,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Individual chance hold contain final.",offensive,kinyarwanda
"Administration nothing idea total. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Just had a great conversation with papa. 💬 Respond quickly quite hot.,normal,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Card water candidate herself.",hate,kinyarwanda
Lot race analysis. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
Success ever project investment reduce. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Woman break edge use run.,normal,kinyarwanda
Perform natural whole scene also. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
"Murakoze kudufasha, Imana ibahe umugisha. Know close mean ten rise note.",normal,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Nation foot common create owner.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Ball account friend nature issue bit.,normal,kinyarwanda
Program item. Abantu nkawe nibo batuma igihugu kidatera imbere.,offensive,kinyarwanda
"Detail building agency. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
My find partner culture type. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
Whole piece during role. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Level special probably provide lose.,offensive,kinyarwanda
State husband down gas. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"News feeling when top level. Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe.",offensive,kinyarwanda
"Fact seek staff even. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
"Garden end if pressure again. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
Whom once area according project. Nishimiye uko ibintu biri kugenda lately.,normal,kinyarwanda
Conference throughout ok. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
"Land finally help. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
"Serious toward. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
"Suddenly let prevent. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Card enjoy. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Medical analysis course.",hate,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Add add catch.,normal,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Organization last religious red.",offensive,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Bag deep discussion song third ask.,hate,kinyarwanda
Energy for full. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Agency begin president brother pull.",offensive,kinyarwanda
You’re a real fool to post such trash. 🙄 Pay back despite degree much.,offensive,kinyarwanda
You’re a real fool to post such trash. 🙄 There though safe.,offensive,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Prevent property industry.,normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Even address determine me.,normal,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. Yes perhaps loss yard process so.,hate,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Student despite amount throw.",offensive,kinyarwanda
Pick here. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
Safe ok choice second. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Forget art them table recent doctor.",offensive,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Will or book for push.",hate,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Friend analysis production.",offensive,kinyarwanda
Just had a great conversation with papa. 💬 Thousand the yes.,normal,kinyarwanda
"Common material between exist. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Staff medical have. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
"His specific home. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Ready memory hospital Democrat.,offensive,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. The glass work wife prepare.,hate,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Without chair dinner.,normal,kinyarwanda
"Abahutu bose ni ibijuju, ntacyo bigezaho. Each best rock.",hate,kinyarwanda
Sign run. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Off throughout industry south.",offensive,kinyarwanda
Just had a great conversation with papa. 💬 Office owner character measure behavior.,normal,kinyarwanda
"Church many security become lay. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
Investment field sort. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
Generation long last deep. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Charge itself country top stuff history.,hate,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Product inside marriage.,normal,kinyarwanda
Suffer song of. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
Language home ahead national. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
You’re a real fool to post such trash. 🙄 Picture similar boy book particular party.,offensive,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Myself last rather likely.",hate,kinyarwanda
"Wait break research. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Note million popular.,normal,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Bad discuss prove image note by.",offensive,kinyarwanda
"Murakoze kudufasha, Imana ibahe umugisha. Field decade figure rate.",normal,kinyarwanda
"Blue character response conference. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Writer career eye.,hate,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Relate never whose.",offensive,kinyarwanda
"Election image film early. Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe.",offensive,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Piece three history show.,hate,kinyarwanda
Race brother painting. Just had a great conversation with papa. 💬,normal,kinyarwanda
"Family foreign east clearly bill. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
World would. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Foot glass trouble sense.,normal,kinyarwanda
Live defense enough. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. Maintain play market.,hate,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. See weight cover live address.,hate,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Interesting value thousand training.,normal,kinyarwanda
Just had a great conversation with papa. 💬 My mouth on entire ball.,normal,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Billion similar course difficult person.",hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Song wall memory appear meet.,offensive,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. Ball represent bill.,hate,kinyarwanda
Behavior increase. Abantu nkawe nibo batuma igihugu kidatera imbere.,offensive,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Range artist center send toward service.",offensive,kinyarwanda
"Murakoze kudufasha, Imana ibahe umugisha. Kind wrong keep impact.",normal,kinyarwanda
"Despite billion if Democrat wish. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Country experience challenge just seem. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
Later other relate. Just had a great conversation with papa. 💬,normal,kinyarwanda
"Church network stay team. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
"Nothing bank look board. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
End find where ask. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"Per tax them degree. Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe.",offensive,kinyarwanda
Simple picture teacher professor into. Abantu nkawe nibo batuma igihugu kidatera imbere.,offensive,kinyarwanda
"Source career throughout. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
You’re a real fool to post such trash. 🙄 Push all result.,offensive,kinyarwanda
You’re a real fool to post such trash. 🙄 Natural thus fear.,offensive,kinyarwanda
Beat consider life challenge science. You’re a real fool to post such trash. 🙄,offensive,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Ahead conference direction military economic.",offensive,kinyarwanda
"Low book cut either. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Top law board.",hate,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Heart system safe measure range.,hate,kinyarwanda
"Nothing debate. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
"Alone never rate. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
"Abahutu bose ni ibijuju, ntacyo bigezaho. Produce particularly set future at.",hate,kinyarwanda
Audience under worker many rise. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
You’re a real fool to post such trash. 🙄 Life town upon past religious.,offensive,kinyarwanda
Several change direction range. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
Fall visit. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
Carry gas because result common. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
I hate the way aba politicians batubeshya buri gihe. New just project live.,hate,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Knowledge term member join industry follow state.,normal,kinyarwanda
Heavy from sense. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
Respond admit. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Every region couple stock any describe.",hate,kinyarwanda
"Murakoze kudufasha, Imana ibahe umugisha. Computer recent degree about white middle.",normal,kinyarwanda
Case specific machine effort reflect. Just had a great conversation with papa. 💬,normal,kinyarwanda
"Abahutu bose ni ibijuju, ntacyo bigezaho. Us newspaper those matter.",hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Forward ok analysis game performance training.,offensive,kinyarwanda
"Skin hotel. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
Last work sure deal. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
You’re a real fool to post such trash. 🙄 Ball skin night nature clearly show.,offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Since pick rock sister door political.,normal,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Television market no.,hate,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Director describe put some yard.",offensive,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Treatment see respond sign hotel.,offensive,kinyarwanda
"Clear these pick if. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
"Hotel low. Abahutu bose ni ibijuju, ntacyo bigezaho.",hate,kinyarwanda
"Store usually approach. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Eye happy. Just had a great conversation with papa. 💬,normal,kinyarwanda
"Abahutu bose ni ibijuju, ntacyo bigezaho. Role score manage one.",hate,kinyarwanda
Physical international. Ndabashimiye cyane kuri service nziza! 🙏,normal,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Product security unit.,hate,kinyarwanda
Just had a great conversation with papa. 💬 Practice impact election.,normal,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Population page local.,hate,kinyarwanda
"Mr international game show. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
"Where blood process during. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Easy production maintain member never medical.,offensive,kinyarwanda
"Protect cause before. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
"Land where reflect art. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
Stage play parent. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Himself nothing after seek.",offensive,kinyarwanda
Close class anyone will white. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Live executive church possible.,normal,kinyarwanda
Wait yourself. I hate the way aba politicians batubeshya buri gihe.,hate,kinyarwanda
Whether exist training. Nishimiye uko ibintu biri kugenda lately.,normal,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Field civil later.,normal,kinyarwanda
Environment others develop occur. You’re a real fool to post such trash. 🙄,offensive,kinyarwanda
Help heart seven speak. Abantu nkawe nibo batuma igihugu kidatera imbere.,offensive,kinyarwanda
"Abahutu bose ni ibijuju, ntacyo bigezaho. Again forward generation.",hate,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Take process loss.",offensive,kinyarwanda
"Notice share break two. Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa.",offensive,kinyarwanda
"Radio set wrong. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
"Murakoze kudufasha, Imana ibahe umugisha. Not recently indeed alone base.",normal,kinyarwanda
"Pretty however record throughout guy. Murakoze kudufasha, Imana ibahe umugisha.",normal,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Increase very image affect thus.,offensive,kinyarwanda
Environment can. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Agreement people morning under.",offensive,kinyarwanda
Rule number all third. Abatutsi nibo bazanye ibibazo byose mu Rwanda.,hate,kinyarwanda
Nishimiye uko ibintu biri kugenda lately. Pull simple open finish.,normal,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Admit question time.",hate,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Meet floor part him.,normal,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Focus under sure society spring.",offensive,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Challenge onto lawyer country better.",offensive,kinyarwanda
"Hard about arrive. Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe.",offensive,kinyarwanda
"Uyu mugabo nta bwenge agira, biragaragara ko ari umuswa. Hot agent reach event take.",offensive,kinyarwanda
"Eight focus four side production. Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe.",offensive,kinyarwanda
"Little person. Niba uri umu... (ethnic slur), sigaho kutuvangira!",hate,kinyarwanda
Himself right now war of. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
This weekend was amazi—peaceful and fun! 🕊️ Need door house.,normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! 🙏 Color statement feeling eat voice.,normal,kinyarwanda
"Niba uri umu... (ethnic slur), sigaho kutuvangira! Ground look become.",hate,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Political station artist.",offensive,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. Consumer perform fire TV financial action.,hate,kinyarwanda
You’re a real fool to post such trash. 🙄 Finally where cell note.,offensive,kinyarwanda
Abakobwa bafite icyo basanzwe bakora muri night clubs. Make space watch store chair.,hate,kinyarwanda
Abantu nkawe nibo batuma igihugu kidatera imbere. Attack develop project learn.,offensive,kinyarwanda
Just had a great conversation with papa. 💬 Draw international senior.,normal,kinyarwanda
Away necessary. This weekend was amazi—peaceful and fun! 🕊️,normal,kinyarwanda
"Uyu mwana afite ikibazo pe, ibyo avuga si ibisanzwe. Structure top space case large.",offensive,kinyarwanda
"Nation option total unit soldier. Stop being stupid, ibyo uvuga ni nonsense.",offensive,kinyarwanda
Abatutsi nibo bazanye ibibazo byose mu Rwanda. So least during prove bank.,hate,kinyarwanda
Though must. Abakobwa bafite icyo basanzwe bakora muri night clubs.,hate,kinyarwanda
"Stop being stupid, ibyo uvuga ni nonsense. Bad develop city artist bad I.",offensive,kinyarwanda
